condition,signal,pc1,pc2,pc3
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,0.5320756,-0.94125277,1.6635534
uncoupled,5,4.5259333,-4.7013845,1.4354728
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,0.6367883,-1.0708479,-0.83141106
uncoupled,5,5.6169534,-2.7616317,1.1366597
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,0.68545663,-0.9795464,-1.2844272
uncoupled,5,0.29480118,-0.39101216,-0.40873504
uncoupled,5,-0.7574198,-0.8117219,-1.5233734
uncoupled,5,0.87170815,0.007706059,-0.59295225
uncoupled,5,-0.40652502,0.17273296,-0.3818503
uncoupled,5,5.967032,-8.721215,-4.7765427
uncoupled,5,0.0593823,-0.29937065,-0.9546544
uncoupled,5,9.592758,1.0009879,-2.2551346
uncoupled,5,6.7501674,-6.717888,-14.168277
uncoupled,5,-0.32085383,1.8211735,0.16295601
uncoupled,5,2.4551072,-1.2888653,0.1399949
uncoupled,5,0.9117252,-5.2158217,-1.8897167
uncoupled,5,-0.9512245,-1.3116717,2.1557848
uncoupled,5,2.2811992,-2.1645582,-0.9819613
uncoupled,5,10.648335,-0.009815027,-0.907758
uncoupled,5,5.214827,-3.9528854,-4.112865
uncoupled,5,-0.12569655,0.3903052,-0.7252123
uncoupled,5,0.5084936,-1.9145784,-0.2028637
uncoupled,5,0.46920598,-0.42452052,0.3930341
uncoupled,5,2.7556803,-1.4609387,0.06315583
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5114545,1.2076404,-1.8590255
uncoupled,5,0.3418885,-3.3286023,-5.582134
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-1.2105558,-0.74907786,-0.24859563
uncoupled,5,-10.515198,-3.158001,-15.285948
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.14964034,-0.27421623,0.63886493
uncoupled,5,0.11725806,-0.3006845,1.6883391
uncoupled,5,-0.505411,0.36239368,-0.6030697
uncoupled,5,2.404248,0.9899365,-0.9949429
uncoupled,5,1.6628773,0.47844255,-1.1197017
uncoupled,5,2.852309,-1.386037,0.9679903
uncoupled,5,4.0812745,-5.4719224,1.7229668
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,1.1599002,-0.66895133,-0.9028638
uncoupled,5,1.4082967,-0.35014513,-0.8590677
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.06302358,-0.33013985,-0.541593
uncoupled,5,15.804254,-8.895908,-3.6439617
uncoupled,5,0.18746167,-0.22175154,-0.8227586
uncoupled,5,4.423716,-0.7843388,1.0827202
uncoupled,5,-0.32458264,0.3786727,-0.37499973
uncoupled,5,-0.91901475,0.022991555,-0.27119583
uncoupled,5,-0.5264994,-0.0074232724,-0.43897998
uncoupled,5,4.5053205,-6.2082963,4.762393
uncoupled,5,2.6761868,-0.8383423,1.4247274
uncoupled,5,-0.32477573,0.113414,0.34760416
uncoupled,5,0.13281178,-0.072689995,-0.59464294
uncoupled,5,-0.40111372,0.33469707,-0.77001137
uncoupled,5,-0.4577115,0.1104138,0.8719822
uncoupled,5,1.3206031,-1.2929937,0.98332155
uncoupled,5,-0.40956068,-0.38802907,0.12490285
uncoupled,5,0.03594584,2.6636515,-9.672719
uncoupled,5,-0.2359612,-3.9249778,-2.5692284
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,5.6472406,-4.080927,10.799954
uncoupled,5,1.1919185,-0.13610889,1.5812865
uncoupled,5,4.568126,-4.8131175,4.375533
uncoupled,5,0.17982997,-0.83610475,-1.3330209
uncoupled,5,-1.0335516,0.11797493,-0.35001206
uncoupled,5,-0.35005823,0.11303562,-0.12854004
uncoupled,5,0.48721796,-0.5276626,0.7166044
uncoupled,5,4.7586236,-4.2540965,-8.163529
uncoupled,5,0.22405402,-0.13813697,0.4432722
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,0.9120912,-0.93648595,2.0957992
uncoupled,5,2.9831781,-2.090817,0.20997159
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,0.8683043,0.5003114,2.292905
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.34428832,-0.23226199,-0.83901566
uncoupled,5,0.38279223,0.6576542,-1.2389824
uncoupled,5,14.097194,-11.853401,8.284193
uncoupled,5,-0.21042551,0.54356456,0.43568277
uncoupled,5,1.4714549,-0.261676,-0.5119304
uncoupled,5,-0.5077782,0.11594184,-0.39758036
uncoupled,5,-0.5077782,0.11594184,-0.39758036
coupled,0,0.15295005,0.6327821,-1.968348
coupled,0,0.45179975,2.239402,-5.210839
coupled,0,-0.54558474,-0.33382964,-4.9776525
coupled,0,-3.485225,1.2036461,-3.9175289
coupled,0,-1.7134687,1.2038981,-1.4892095
coupled,0,0.29258978,0.51976156,-1.7619354
coupled,0,0.46037066,0.48391584,-0.3189451
coupled,0,-0.1649082,0.5122965,-2.2856987
coupled,0,-0.19873703,1.0811098,-4.091986
coupled,0,-1.5524273,-1.9161874,-6.101767
coupled,0,-1.8868047,-0.0906707,-8.810013
coupled,0,-0.4934258,0.009260033,-1.3136264
coupled,0,-1.4378885,0.99654573,-3.9172635
coupled,0,-0.49483696,1.3984324,-4.5161204
coupled,0,0.78456557,-0.78532803,-0.6806337
coupled,0,0.43327063,-0.17385595,-1.0393296
coupled,0,0.42569456,0.2909599,-1.4093176
coupled,0,0.6669996,-0.20116371,-0.9748991
coupled,0,-3.7788649,-2.3280532,-6.209796
coupled,0,1.1785189,0.2721363,-1.6038176
coupled,0,0.2704253,0.2233786,-3.5822697
coupled,0,1.6324747,-0.15304098,-3.2348557
coupled,0,-3.1140018,-2.0691586,-8.016417
coupled,0,0.420059,-0.17937146,-3.6051335
coupled,0,0.582151,2.1603074,-3.0206594
coupled,0,0.40978724,0.4929048,-3.9914436
coupled,0,-2.401516,-0.3389757,-3.7369483
coupled,0,-0.97602314,-0.033296514,-5.9295645
coupled,0,0.7385582,-1.1861558,-3.4881716
coupled,0,-0.7651836,0.76960063,-5.05381
coupled,0,0.46294388,0.329543,-0.9766632
coupled,0,-1.8884457,-1.1366792,-5.427401
coupled,0,-0.84702736,0.44343874,-3.7227385
coupled,0,-0.47177768,-1.1455089,-2.716711
coupled,0,0.9092405,0.914603,-4.092513
coupled,0,0.47078282,1.2445538,-1.3672328
coupled,0,-1.476394,0.027868744,-3.2503905
coupled,0,-0.5689991,0.37247244,-2.2822647
coupled,0,-1.0849428,0.8006653,-2.4525385
coupled,0,2.1078053,-0.4230582,-4.0024242
coupled,0,1.904291,-0.5433948,-0.3674558
coupled,0,-1.1939992,1.2021091,-3.5651984
coupled,0,-3.502356,-1.3834502,-4.520111
coupled,0,-4.206509,0.030841568,-6.785454
coupled,0,-2.9959857,-2.1495588,-6.4682517
coupled,0,-0.8709807,0.20442556,-2.2285516
coupled,0,1.2470704,1.1898023,-3.4120674
coupled,0,0.91656405,0.5411785,-3.827942
coupled,0,-2.4111397,0.041823804,-5.542371
coupled,0,0.87158746,-0.5082964,-3.3955703
coupled,0,0.24933653,1.2555629,-2.7455063
coupled,0,-0.42754328,1.7226399,-4.5239806
coupled,0,-0.094292656,-0.5984974,-1.6967564
coupled,0,0.68356025,-0.032859337,-2.472584
coupled,0,-0.5450072,-0.18951504,-4.141726
coupled,0,-0.38910007,-1.3597156,-2.9865477
coupled,0,1.168601,-0.92444134,-9.777273
coupled,0,-1.5647855,-0.7309745,-3.248318
coupled,0,-1.5389411,-0.11154465,-4.45169
coupled,0,0.9596535,1.928942,-2.476315
coupled,0,1.324899,-0.70641327,-5.165986
coupled,0,-0.47821102,0.12624104,-2.2104192
coupled,0,-1.4224097,0.100571215,-2.0972881
coupled,0,0.076699786,0.8865989,-2.3753283
coupled,0,-0.07179566,-0.33449042,-3.4897854
coupled,0,1.2742988,-0.24287319,-1.2194344
coupled,0,0.07247117,-0.018475674,-1.174116
coupled,0,-0.22023319,1.2341434,-1.373801
coupled,0,1.3314937,1.365517,-3.2965455
coupled,0,0.122192204,0.8375539,-1.629972
coupled,0,1.2279152,0.095611244,-2.5407538
coupled,0,0.42802003,0.16449484,-0.37494817
coupled,0,-0.59592795,0.40446526,-4.3659916
coupled,0,-0.73372763,0.7693506,-5.1666074
coupled,0,-1.4227166,-0.8210128,-7.9171395
coupled,0,-1.5055963,0.54559135,-2.7891476
coupled,0,-0.32082585,1.9082547,-2.144593
coupled,0,0.2744543,0.36188135,-2.7736895
coupled,0,1.7362504,0.38305557,-1.9816341
coupled,0,1.1819184,-0.7446467,-4.20985
coupled,0,-2.519499,-0.31276986,-5.605758
coupled,0,-9.401346,1.9128228,-18.055096
coupled,0,-0.9279929,-0.655673,-2.2996502
coupled,0,-0.06833415,0.37243143,-1.6248802
coupled,0,-7.0624614,-1.4133221,-7.567195
coupled,0,0.044701405,-0.2210643,-5.8920765
coupled,0,-0.3068453,0.4966934,-1.1792201
coupled,0,-1.1621138,0.75331587,-4.049372
coupled,0,1.6076034,0.11558549,-3.8108904
coupled,0,0.2553643,-0.2666686,-0.5762506
coupled,0,-0.96632856,1.2253224,-4.6016088
coupled,0,-2.3911505,-0.27925453,-5.2127514
coupled,0,1.0325071,-0.37550017,-2.622812
coupled,0,0.42802003,0.16449484,-0.37494817
coupled,0,0.56815225,0.40811658,-3.888536
coupled,0,-0.764342,-0.56171715,-4.492329
coupled,0,0.47794238,-0.15625982,-1.5453506
coupled,0,-1.025056,-0.09357967,-4.699973
coupled,0,0.762872,-0.17788598,-3.8618264
coupled,0,1.2384742,0.86127394,-1.5443484
coupled,1,-1.10093,-3.6121023,-2.1540155
coupled,1,-1.0242448,-0.8112306,-1.547896
coupled,1,-0.8088131,-0.11729361,-0.26574156
coupled,1,-0.41096726,-1.4256332,-1.7823817
coupled,1,0.9822586,-4.1558537,-3.0288126
coupled,1,-2.0854206,-8.3237295,-4.2699904
coupled,1,-0.6150704,-3.0216813,-2.9277883
coupled,1,-0.06567466,-1.2226771,1.7082007
coupled,1,-0.7917857,-4.194593,-0.4562287
coupled,1,-2.787412,-4.627078,-3.5231295
coupled,1,3.3180358,-3.8549294,-3.2856858
coupled,1,-2.0561328,-5.0416574,-2.4853623
coupled,1,-0.42524934,-0.14092122,-0.95755297
coupled,1,-0.95141715,-2.8598905,-0.18510546
coupled,1,-1.7492397,-4.8652663,-1.0069126
coupled,1,-0.29490077,-1.8787894,-1.1934873
coupled,1,-5.0019417,-6.310155,-1.5952139
coupled,1,-1.5877591,-0.40404922,-1.0228223
coupled,1,0.083215185,-5.750455,-1.9889814
coupled,1,-3.1544087,-4.9060473,-4.1925077
coupled,1,-4.4561076,-2.4282253,0.10439867
coupled,1,-0.247307,-1.2744762,-2.1858902
coupled,1,-0.8535372,-3.4658785,-1.3408262
coupled,1,0.025227632,-1.3179034,0.5706956
coupled,1,-1.4325866,-2.928009,-1.7708591
coupled,1,-0.569744,-5.042696,-2.0274367
coupled,1,-0.9833542,-0.76959217,-0.64396197
coupled,1,-0.52383685,-3.7833636,1.7625715
coupled,1,-1.3671921,-2.0391946,0.29454318
coupled,1,-3.3953304,-2.3144183,-1.4985229
coupled,1,-1.842372,-3.9592428,-2.0032835
coupled,1,-0.2506937,-2.6785746,-2.5564232
coupled,1,-2.4444695,-3.263642,-0.35272363
coupled,1,-0.9231284,-3.0070143,-1.0846591
coupled,1,-5.542344,-8.312225,-3.3746483
coupled,1,-1.3894495,-6.915464,-4.8087735
coupled,1,0.32042912,-2.9548547,-2.7030084
coupled,1,-1.347113,-1.6808491,-0.8221692
coupled,1,-1.1872661,-4.320237,-1.9710269
coupled,1,0.60774523,-0.19912714,-0.729813
coupled,1,-2.1296554,-3.3684487,-0.8622316
coupled,1,-2.5236492,-8.623464,-2.3750572
coupled,1,-2.8363543,-8.894152,-8.372917
coupled,1,-3.8383772,-4.589173,-3.055521
coupled,1,-0.65347093,-4.134064,-1.803975
coupled,1,-1.2615694,-4.764706,-2.1875908
coupled,1,-0.0023798645,-1.016779,0.34897143
coupled,1,0.078578494,-7.536662,-4.625909
coupled,1,-2.976737,-5.8151183,-3.1226747
coupled,1,-10.034332,-13.9621725,-6.7435756
coupled,1,-1.5714803,-4.9897575,0.7340346
coupled,1,-1.8544278,-2.8834772,-0.7949723
coupled,1,-2.6563292,-6.3215275,-3.4273925
coupled,1,-3.204726,-9.709428,-1.8193098
coupled,1,-3.2892601,-7.456885,0.44736877
coupled,1,-1.6693584,-6.6794014,-2.9296722
coupled,1,0.085025564,-1.3456199,-0.21793333
coupled,1,-1.0923316,-2.9715502,-2.4291563
coupled,1,-3.9039624,-5.163274,-2.9007747
coupled,1,-3.7411983,-6.535997,-1.6079026
coupled,1,-1.6504737,-6.7386603,-0.9715454
coupled,1,-0.10220011,-2.8999894,-0.6855073
coupled,1,-0.7872755,-6.496315,-1.3059183
coupled,1,-1.6644162,-2.650481,-0.97013545
coupled,1,0.09550948,-0.12716156,-0.35286254
coupled,1,-1.6905957,-2.573541,-2.1232326
coupled,1,-0.39255807,-0.9841819,-1.081944
coupled,1,-1.5493559,-1.6295879,-0.8368572
coupled,1,-1.952206,-3.3350444,-1.3071178
coupled,1,-1.9897912,-7.083227,-1.5296711
coupled,1,-0.66238236,-5.3910966,-3.9036446
coupled,1,-1.0196348,-2.6163335,0.88209736
coupled,1,-2.015385,-6.298843,-2.073277
coupled,1,-6.005785,-11.039499,-5.6960897
coupled,1,-1.7898612,-1.1438106,-1.3776344
coupled,1,-1.7129403,-6.836921,-0.60114896
coupled,1,0.42802003,0.16449484,-0.37494817
coupled,1,-3.3925443,-4.3872685,0.45524743
coupled,1,-3.672473,-1.2521114,-2.3484526
coupled,1,-0.61034924,-2.173294,-0.25088713
coupled,1,-2.4888515,-6.5395007,-3.398274
coupled,1,-0.36637825,-3.0522184,-2.3254254
coupled,1,-1.5914782,-2.3580723,1.0642188
coupled,1,0.018183457,-2.4499757,-3.7326205
coupled,1,-3.1771276,-5.7921853,-1.2599022
coupled,1,-0.67566264,-2.3826962,-0.47018987
coupled,1,-1.9979191,-3.5788689,-0.7660015
coupled,1,-1.1407543,-2.548507,-1.0878736
coupled,1,0.44474557,0.100368336,-0.327693
coupled,1,-3.7161632,-7.5887876,-0.5650824
coupled,1,-1.3651851,-2.822547,0.5232123
coupled,1,-1.8520839,-3.2544587,-1.9738433
coupled,1,-1.3596618,-5.7718287,-2.3590636
coupled,1,0.42802003,0.16449484,-0.37494817
coupled,1,-1.0040019,-4.9843736,-2.6607437
coupled,1,-5.2271233,-5.186462,-6.403033
coupled,1,0.41195497,-1.8240674,-3.2864556
coupled,1,0.5439435,-6.359719,-1.3369765
coupled,1,-0.9032324,-4.047362,-0.7358001
coupled,1,-1.19902,-5.753082,-2.3368642
coupled,2,-5.2327943,-1.5054655,-2.58092
coupled,2,-5.5470815,-0.4487959,0.42238596
coupled,2,-3.1102395,-0.40119234,-1.3207473
coupled,2,-3.470997,-2.021624,0.10866062
coupled,2,-2.2411227,0.7356544,-0.09187333
coupled,2,0.0010624811,-0.36376575,-0.9122643
coupled,2,-7.6992426,0.2113349,0.45700702
coupled,2,-6.7970996,-1.7813913,0.55376595
coupled,2,-8.833284,-3.4648092,-0.5944275
coupled,2,0.10652321,0.30452138,-1.0714444
coupled,2,-4.9550047,-0.68868417,1.0928867
coupled,2,-0.7497126,-0.7310289,-0.45885772
coupled,2,-5.34794,-1.1203394,-0.2111178
coupled,2,-9.103652,-0.8143863,-2.5416486
coupled,2,-0.71772736,0.70294154,-0.13037361
coupled,2,-9.948428,0.99947083,-2.7873125
coupled,2,-16.371193,1.2817765,-3.8797553
coupled,2,-2.6116264,-0.90648043,0.2643546
coupled,2,-10.166648,-1.2790238,3.078462
coupled,2,-5.714293,5.0752244,1.5908022
coupled,2,-4.3878417,0.6167407,-2.3150826
coupled,2,-9.002343,-0.9426312,0.32123995
coupled,2,-10.588199,-0.08610174,0.8396222
coupled,2,-2.8476799,-0.30159616,-0.6577085
coupled,2,-5.2121043,-2.664678,1.5046606
coupled,2,0.42802003,0.16449484,-0.37494817
coupled,2,-3.448578,-0.121279955,-2.8044374
coupled,2,-6.6134014,-0.9841501,-1.6373243
coupled,2,-2.3743715,0.6245086,-0.006024119
coupled,2,-0.44414595,-0.18305792,-0.5581356
coupled,2,-4.0809236,-1.560263,-1.1310335
coupled,2,-7.18669,-0.27070504,-4.4785194
coupled,2,-6.004551,-2.0349622,-2.1679773
coupled,2,-2.8119478,2.3596406,-2.17976
coupled,2,-7.808079,1.3384908,-0.27747488
coupled,2,-0.98304486,-0.14296222,-0.059794124
coupled,2,-4.3674726,-2.0628295,-1.0635582
coupled,2,-3.1108534,-1.4053923,0.17018287
coupled,2,-10.535974,-3.2925997,2.657138
coupled,2,-5.952999,1.6666934,-3.7508125
coupled,2,-1.9479368,-0.34306237,-0.8145598
coupled,2,-7.340748,2.413126,-2.5369236
coupled,2,-5.6806917,1.3884922,-0.9206032
coupled,2,-4.713246,0.4402496,-0.26239067
coupled,2,0.42802003,0.16449484,-0.37494817
coupled,2,-2.7528057,-0.55465555,-0.9217847
coupled,2,-4.773021,-3.153003,-0.9284981
coupled,2,-11.323882,-4.290497,-2.2072992
coupled,2,-12.428025,-1.9375603,-2.5916984
coupled,2,-7.243345,0.11899219,-0.6993508
coupled,2,0.30201113,0.8425725,-0.79953444
coupled,2,-2.8323908,-1.0442655,-1.0573498
coupled,2,-9.850432,0.27419853,0.024207363
coupled,2,-7.1787663,-2.218439,0.17341237
coupled,2,-11.939931,-0.86011165,-1.1136167
coupled,2,-6.075747,1.0919075,-0.33419862
coupled,2,-7.1104145,-1.8159341,-3.209235
coupled,2,-0.96179193,-0.35454848,-0.22909424
coupled,2,-7.8597193,-1.02224,-0.68207806
coupled,2,-2.954098,0.20243177,0.37040654
coupled,2,-7.850585,3.0211406,0.16548268
coupled,2,0.5900176,0.30395275,0.78793633
coupled,2,-8.748738,-1.9054308,-1.7566987
coupled,2,-7.641715,-2.231599,-2.4308903
coupled,2,-4.8861966,-2.5237277,1.5435028
coupled,2,-13.096481,-8.034548,-3.3301523
coupled,2,-9.655042,-3.7499146,2.2129521
coupled,2,-10.577933,-2.6907415,-1.6084436
coupled,2,-4.136035,0.6726469,-0.31383845
coupled,2,-5.0165267,-2.782679,-1.4499375
coupled,2,-1.3459492,0.27592835,-1.2394502
coupled,2,-3.9122326,1.5615857,1.0850966
coupled,2,-12.947704,-6.092787,0.8172471
coupled,2,-7.5298924,-2.3729734,0.16157682
coupled,2,-4.3318253,-1.9425519,-1.3855937
coupled,2,-4.4025564,0.101290196,-0.90522623
coupled,2,-6.6657815,-2.6176398,-2.5856185
coupled,2,-1.8523942,-0.007858285,-0.7351309
coupled,2,-8.364902,-0.7687237,0.60079825
coupled,2,-8.956241,-2.2986808,0.28600073
coupled,2,-7.137096,-1.6454357,2.865894
coupled,2,-2.612114,-2.074802,-1.088023
coupled,2,-3.4003425,0.32631484,0.17960818
coupled,2,-0.14068598,-0.32060915,-0.30185786
coupled,2,-4.417311,-2.4715648,-0.60541606
coupled,2,-5.316637,-0.32182157,-0.65361685
coupled,2,-4.934536,-0.97996414,-5.1063323
coupled,2,-8.944641,-1.5851171,-3.0361993
coupled,2,-2.2770696,-1.9223703,-0.012193942
coupled,2,-0.6689154,0.11014328,-0.32145217
coupled,2,-5.973412,-0.76274556,-0.43636435
coupled,2,-2.6299884,0.094420694,0.54116386
coupled,2,-4.053173,-0.4433976,2.742983
coupled,2,-6.068323,-0.50669354,-2.0426788
coupled,2,-0.6552083,-0.62420475,-0.091586076
coupled,2,-5.5059304,-1.0411158,-0.6992235
coupled,2,-0.2647206,-0.04323184,0.15145113
coupled,2,-1.8204266,-0.13830884,0.76733094
coupled,2,-7.114316,-0.11715683,-3.3672273
coupled,2,-4.791145,-1.2470899,-3.1928568
coupled,3,-0.6205271,-1.3461804,4.726479
coupled,3,-0.30353516,-2.3821669,6.0673485
coupled,3,0.46840376,-2.1319718,8.210181
coupled,3,-1.127969,2.957608,7.1095796
coupled,3,0.0585454,0.62195283,5.018142
coupled,3,-0.11795712,-0.8097737,4.732854
coupled,3,0.19757748,-0.19866136,-0.05598838
coupled,3,-0.18483312,-2.4753635,8.538381
coupled,3,-0.06989536,-1.22382,-0.16966407
coupled,3,1.4514245,-1.9641691,7.2374105
coupled,3,-0.44877392,-2.1946585,6.867003
coupled,3,0.55145997,-2.2298217,7.84023
coupled,3,0.54430896,-0.47647837,0.47291285
coupled,3,0.21962693,-0.3680414,0.6430027
coupled,3,-2.3288977,-1.5778843,7.7224936
coupled,3,-0.06148508,-0.0789482,1.8853141
coupled,3,-0.47762677,-2.3859606,11.113578
coupled,3,1.2165844,-0.41522464,8.985048
coupled,3,-0.0072456226,-0.47143704,4.3108716
coupled,3,-2.0006862,-7.4553065,18.179974
coupled,3,-2.0050957,-6.4072804,5.044902
coupled,3,0.47533855,-1.9179037,8.399862
coupled,3,-1.4702481,-0.6644769,6.3892646
coupled,3,-0.09002044,-0.44494674,1.806276
coupled,3,-4.190899,-2.2338605,8.27814
coupled,3,-0.05311155,-0.76586586,4.075266
coupled,3,0.42802003,0.16449484,-0.37494817
coupled,3,0.31242853,-0.56180435,1.5270698
coupled,3,-6.837388,-1.9560771,12.982017
coupled,3,-0.4974983,-2.2959735,4.309327
coupled,3,-0.2839489,-0.4396125,7.077797
coupled,3,0.093850784,-1.9856321,3.13131
coupled,3,2.9089017,-2.1566653,8.692968
coupled,3,-0.27764702,-0.045777604,0.16143386
coupled,3,-0.094227895,0.5073729,0.44227242
coupled,3,1.7257004,-1.0551882,10.719088
coupled,3,0.49098843,-0.5706217,7.6577296
coupled,3,2.1809545,-1.0003616,4.4595385
coupled,3,0.3817445,-7.2806277,15.893109
coupled,3,1.5126169,-2.0599072,6.7154384
coupled,3,0.38051802,-0.36175206,8.10057
coupled,3,-1.047826,0.809712,11.250006
coupled,3,1.6435453,-2.515563,12.901517
coupled,3,2.1910372,-0.6166033,7.6455503
coupled,3,2.3277597,-3.1613007,10.196914
coupled,3,-0.39128688,-2.0657892,5.1239486
coupled,3,-1.8309318,-0.70492274,9.463348
coupled,3,0.022405956,-2.2339087,7.4016576
coupled,3,0.6367626,1.7937213,4.4237995
coupled,3,0.12242629,-1.9855937,4.53327
coupled,3,-0.81548756,-3.3660328,10.2034235
coupled,3,-1.003412,-1.5323261,9.389639
coupled,3,0.7841951,-0.75511473,6.970389
coupled,3,0.37734008,-1.6274261,4.3817635
coupled,3,0.98479825,-2.3455136,11.29027
coupled,3,0.009165463,-0.85358787,8.907007
coupled,3,-0.5672531,-1.2599308,8.985582
coupled,3,-0.045996338,-0.9521304,8.002699
coupled,3,0.98877746,0.25635296,0.4287604
coupled,3,-2.1833756,-1.3813117,5.4130225
coupled,3,-0.11349964,-2.5359929,12.095192
coupled,3,-2.0135367,-4.634496,17.15714
coupled,3,-1.0569582,-2.5262754,7.1751757
coupled,3,-0.29519147,-5.2914467,10.32798
coupled,3,-2.1998456,-2.266638,7.2966523
coupled,3,-0.73104864,-1.8719754,3.4418724
coupled,3,-2.1838346,-2.179058,7.5926857
coupled,3,-0.53345466,-3.2038317,9.28114
coupled,3,1.461369,-2.3963842,8.85547
coupled,3,1.6937708,-3.5826368,4.823033
coupled,3,0.5531301,-2.2342975,5.486867
coupled,3,0.8112353,0.25813234,4.278925
coupled,3,-0.5736624,-1.3780292,10.472864
coupled,3,0.44936988,-0.6584042,2.3594027
coupled,3,-1.323503,-1.0640141,9.052595
coupled,3,-0.9042534,-1.5370228,7.3737617
coupled,3,1.3894422,-2.15025,5.6762643
coupled,3,-0.27764702,-0.045777604,0.16143386
coupled,3,1.2181442,-0.69716966,2.470905
coupled,3,-0.75563484,-6.21937,20.041275
coupled,3,0.6579063,0.19292057,0.7609314
coupled,3,-1.6979122,-0.45205322,3.0291917
coupled,3,-0.049538862,-0.731437,4.953013
coupled,3,0.42802003,0.16449484,-0.37494817
coupled,3,0.5441366,-2.222052,7.777378
coupled,3,1.9119176,0.7908453,6.9566083
coupled,3,0.2900351,-0.66670775,9.478544
coupled,3,-0.16851188,-1.1860366,2.602942
coupled,3,-2.0960317,-3.706682,16.691847
coupled,3,-0.7627872,-1.3941183,6.98503
coupled,3,-0.2527474,-1.2138442,5.9099655
coupled,3,-1.5344584,-2.3077035,12.332617
coupled,3,-0.01784893,-0.9666394,3.8008528
coupled,3,0.6387999,0.06775818,3.2199376
coupled,3,0.6677172,-0.9555329,2.494228
coupled,3,-1.0330929,-2.6040769,10.865946
coupled,3,0.49381462,-1.8941787,6.828221
coupled,3,-0.40088013,-3.7310138,12.645172
coupled,3,-0.409559,-1.177743,3.911799
coupled,3,0.61869645,-2.0684268,7.506784
coupled,4,0.59919065,6.6033373,1.1800544
coupled,4,1.2002578,5.250517,0.36820045
coupled,4,0.122379944,1.3001153,0.15388873
coupled,4,-2.1274457,7.342688,1.4116888
coupled,4,0.32756364,9.159219,2.503959
coupled,4,1.2575327,10.508623,1.5986843
coupled,4,-1.9446629,14.611821,-1.393553
coupled,4,0.9179595,1.1731445,0.45966157
coupled,4,0.5059455,3.4945064,1.6679425
coupled,4,2.8090448,5.642154,0.32201457
coupled,4,0.603298,3.4572241,-1.058092
coupled,4,0.050433718,4.0912557,-0.15499924
coupled,4,0.040516656,3.962423,0.25037155
coupled,4,-3.7788703,7.556561,0.6794805
coupled,4,0.39389244,7.3298965,0.0846431
coupled,4,0.25723475,6.657771,1.0588703
coupled,4,-3.1392415,14.762774,2.1199193
coupled,4,-1.2119621,8.175604,0.007924243
coupled,4,0.37286162,8.097579,1.9905697
coupled,4,-2.3136268,9.467053,-0.97085595
coupled,4,-0.3678673,8.397743,-2.153341
coupled,4,0.33082905,8.506923,-1.2635064
coupled,4,-0.51412785,11.47803,2.8369884
coupled,4,0.98315847,5.8829336,-0.95561326
coupled,4,1.1787009,3.6982021,1.198821
coupled,4,-0.27764702,-0.045777604,0.16143386
coupled,4,-1.2706784,6.7772737,-0.7313489
coupled,4,0.24362992,1.5935019,-0.69544697
coupled,4,-0.85462964,12.850221,0.4878222
coupled,4,-2.0504603,13.778017,3.5974584
coupled,4,0.21237162,5.257284,0.28076723
coupled,4,-1.679926,4.7129765,-1.5574169
coupled,4,-0.15382601,0.88027453,-2.057261
coupled,4,-1.6444162,12.3253565,4.096809
coupled,4,0.7680015,8.045539,0.38590074
coupled,4,-0.10214637,1.1583508,-0.38038182
coupled,4,-1.273808,8.332311,0.7437912
coupled,4,0.41027847,0.019086638,-0.43807083
coupled,4,-0.7738296,14.656401,3.7626052
coupled,4,1.514986,7.9608507,-0.039939594
coupled,4,-1.4622102,12.870208,1.713549
coupled,4,-0.9664502,13.490659,-0.07814873
coupled,4,-0.91318166,3.340314,0.6702161
coupled,4,0.15050545,7.6223555,0.13466181
coupled,4,-0.27764702,-0.045777604,0.16143386
coupled,4,-2.8726087,8.1820965,1.0555484
coupled,4,-2.106109,8.830383,4.5418077
coupled,4,-2.504448,6.66339,0.42012635
coupled,4,-2.2035172,12.61737,-1.5053258
coupled,4,-0.049120344,2.5811975,0.43983594
coupled,4,1.0171212,5.2795515,-0.55512786
coupled,4,0.64258546,2.8688362,-0.44241703
coupled,4,-1.2924496,7.3301597,-1.6607447
coupled,4,1.369599,6.9975095,2.204806
coupled,4,-2.1464314,11.203103,2.172763
coupled,4,2.3208838,7.474617,0.38678575
